order_id,customer_id,product_name,category,price,quantity,order_date,shipping_city,discount_pct,rating
306,CUST-0215,Server Rack,storage  ,$1994.88,5,13/04/2024,Leeds,24.0,1.5
307,CUST-0174,Printer,networking  ,1541.7,3,2025-08-23,Newcastle,,
308,CUST-0212,Microphone,STORAGE,2108.98,2,2025-12-25,Leicester,18.2,3.3
309,CUST-0203,Hub,peripherals  ,248.3,3,2025-01-28,London,18.1,3.2
310,CUST-0439,Graphics Card,ELECTRONICS,1399.66,8,11-25-2025,Cardiff,-5.0,1.1
311,CUST-0353,Scanner,Gaming,1255.21,6,06-04-2025,Newcastle,12.8,2.9
312,CUST-0326,Switch,ACCESSORIES,1766.95,7,21/02/2024,York,8.3,4.7
313,CUST-0211,Surge Protector,storage  ,"1,338.05",6,08-13-2024,Nottingham,8.0,2.6
314,CUST-0198,External HDD,ACCESSORIES,$1354.13,6,04/07/2024,Swansea,16.1,3.5
315,CUST-0252,Printer,Electronics,1076.84,3,05-10-2024,Brighton,13.5,
316,CUST-0448,Stylus, Audio,775.54,8,09-23-2025,Leeds,,4.1
317,CUST-0483,Camera,Accessories,1208.25,7,2025-03-07,London,2.7,3.1
318,CUST-0465,Mouse,ELECTRONICS,300.64,7,02-06-2025,Bath,21.6,4.4
319,CUST-0437,Charger,Gaming,2403.98,6,07-28-2024,Nottingham,6.4,2.6
320,CUST-0293,Speaker,networking  ,1787.45,5,2024-11-24,London,5.9,4.6
321,CUST-0409,Fan,Storage,2381.41,8,2025-10-12,Glasgow,,
322,CUST-0262,Smartwatch,,570.68,5,2025-08-28,Glasgow,,2.1
323,CUST-0307,External HDD,storage  ,2198.96,9,05-08-2024,Southampton,17.5,1.2
324,CUST-0268,Mouse,Electronics,2022.93,9,08-26-2025,Coventry,11.1,4.2
325,CUST-0260,Scanner,,1694.5,1,29/01/2024,Norwich,13.5,
326,CUST-0167,Speaker,,1564.45,6,2025-06-07,Southampton,16.1,1.9
327,CUST-0388,UPS,Storage,794.79,7,23/10/2024,Bristol,6.1,1.9
328,CUST-0497,Mouse Pad,Audio,2041.94,3,2024-10-19,Leeds,4.7,4.6
329,CUST-0376,Shredder,Office,1256.28,7,12-20-2025,Edinburgh,26.4,4.3
330,CUST-0403,Splitter,Peripherals,181.87,7,02-09-2025,Bath,13.0,3.2
331,CUST-0483,Screen Protector,Office,785.59,2,17/05/2025,York,12.4,
332,CUST-0491,Adapter,ELECTRONICS,2338.57,7,2024-06-22,Leicester,1.1,2.9
333,CUST-0234,Printer,STORAGE,2127.45,1,10/05/2025,Exeter,14.9,
334,CUST-0294,VR Headset,Accessories,2454.85,5,10-16-2025,Leeds,16.6,4.7
335,CUST-0227,Desk Lamp,STORAGE,1571.84,9,2025-07-07,Reading,16.8,1.5
336,CUST-0132,Server Rack,Storage,622.54,7,25/10/2024,York,21.2,2.7
337,CUST-0275,Drone,Networking,411.22,7,07-10-2024,Cardiff,5.3,2.4
338,CUST-0470,Label Maker,,471.35,2,10-25-2025,Plymouth,7.6,3.0
339,CUST-0474,Webcam,STORAGE,54.39,8,06-14-2024,Nottingham,,2.8
340,CUST-0121,Docking Station,Gaming,979.75,3,19/08/2024,Southampton,28.4,3.1
341,CUST-0337,Surge Protector,storage  ,482.61,8,06-24-2025,Norwich,4.1,
342,CUST-0257,USB Hub,ACCESSORIES,1032.08,3,20/05/2025,Derby,14.9,3.1
343,CUST-0137,Graphics Card,Gaming,$2337.81,7,2024-10-30,Southampton,6.4,2.0
344,CUST-0329,Splitter,Gaming,1079.2,2,03-12-2025,Exeter,1.8,1.7
345,CUST-0464,Scanner,storage  ,2195.57,4,16/05/2025,Belfast,9.8,1.3
346,CUST-0150,VR Headset,storage  ,1515.73,6,27/01/2025,Brighton,4.3,4.1
347,CUST-0363,Laptop Stand,ELECTRONICS,621.59,9,2025-08-21,Glasgow,,2.7
348,CUST-0382,Cable Pack,Peripherals,$892.86,5,02-08-2025,Norwich,16.0,3.5
349,CUST-0126,Surge Protector,Networking,214.38,9,12-27-2024,Coventry,4.3,3.9
350,CUST-0325,Tripod,Networking,836.99,5,07-16-2024,Liverpool,0.3,3.7
351,CUST-0376,Fan,Gaming,1695.46,8,2025-07-09,Swansea,,2.9
352,CUST-0385,Ethernet Cable,Office,184.92,1,01-17-2024,Manchester,5.3,2.6
353,CUST-0196,Monitor,ELECTRONICS,517.48,7,13/01/2025,,18.2,2.5
354,CUST-0383,Power Bank, Audio,$956.7,4,03-16-2024,Stoke,,3.6
355,CUST-0466,Scanner, Audio,$2455.21,5,16/12/2025,Nottingham,17.6,3.0
356,CUST-0416,Camera, Office,1963.23,6,04/09/2024,York,9.5,4.4
357,CUST-0403,Monitor,networking  ,1835.05,5,12-26-2025,Cambridge,2.6,
358,CUST-0246,Mouse Pad,Gaming,294.9,1,2024-06-06,Derby,6.7,1.7
359,CUST-0103,Screen Protector,,1953.58,9,2025-01-27,York,5.6,1.5
360,CUST-0134,Smartwatch,ACCESSORIES,1964.25,2,2024-09-23,London,12.8,3.5
361,CUST-0291,Ethernet Cable,,1504.75,9,09-02-2025,Bristol,19.7,2.2
362,CUST-0148,Screen Protector,Peripherals,2475.95,2,12-28-2025,Exeter,7.9,1.1
363,CUST-0116,Graphics Card,Audio,816.51,9,11-03-2025,Brighton,0.4,4.6
364,CUST-0271,Laptop,storage  ,2353.47,6,28/08/2025,Stoke,15.6,1.9
365,CUST-0319,Ethernet Cable,Accessories,2287.25,9,11-07-2025,Manchester,18.2,4.7
366,CUST-0257,Wrist Rest,Office,33.64,6,08-07-2024,Bristol,28.9,3.9
367,CUST-0145,Stylus, Office,1128.04,6,06-06-2025,Liverpool,17.7,4.1
368,CUST-0472,Charger,Storage,2442.88,2,11/01/2025,Brighton,14.1,1.8
369,CUST-0105,KVM Switch,peripherals  ,262.29,8,09-08-2025,Norwich,17.2,1.9
370,CUST-0198,Fan,Storage,1371.72,3,01-02-2024,Newcastle,27.8,3.1
371,CUST-0479,Smartwatch,STORAGE,2447.5,7,2024-04-10,Oxford,24.9,1.7
372,CUST-0332,Camera,Accessories,1390.96,5,2024-02-27,Norwich,9.7,2.2
373,CUST-0136,Drone,STORAGE,478.59,3,2025-11-22,York,7.1,
374,CUST-0379,Smartwatch,Gaming,1457.55,1,2024-12-06,Newcastle,7.9,1.6
375,CUST-0448,USB Hub,Audio,515.08,8,01-20-2024,Derby,15.1,1.8
376,CUST-0401,Fan,Electronics,1301.66,3,12/11/2024,Bristol,22.3,4.2
377,CUST-0280,Tablet,storage  ,189.74,2,21/10/2025,Exeter,15.1,1.7
378,CUST-0194,Projector,Electronics,1515.68,1,20/06/2025,,2.0,1.1
379,CUST-0198,Webcam,Office,1294.39,4,24/09/2025,Newcastle,21.7,3.5
380,CUST-0287,KVM Switch, Office,1851.7,8,2025-03-29,Bristol,24.2,4.9
381,CUST-0215,Cable Pack,Gaming,1578.6,3,2024-11-18,Cardiff,8.7,2.3
382,CUST-0290,Scanner,Networking,1376.27,1,05-27-2025,Swansea,19.9,1.5
383,CUST-0352,Tablet, Office,1726.0,4,01-13-2024,Manchester,12.8,3.3
384,CUST-0260,Microphone,storage  ,364.14,9,2025-07-13,Brighton,26.7,4.6
385,CUST-0355,Wrist Rest, Office,1490.42,1,01-05-2025,Liverpool,,4.1
386,CUST-0422,VR Headset,STORAGE,434.42,2,27/11/2024,Plymouth,15.8,3.5
387,CUST-0227,UPS,Networking,2314.18,9,17/09/2024,Plymouth,20.7,2.3
388,CUST-0117,VR Headset,Peripherals,175.49,2,2024-07-23,Swansea,26.5,3.2
389,CUST-0380,Fan,networking  ,1078.79,3,17/11/2025,Coventry,14.9,
390,CUST-0322,Monitor,Audio,1741.01,7,2025-01-21,York,9.4,3.7
391,CUST-0153,Screen Protector,networking  ,1147.77,3,04-12-2025,Derby,22.6,3.9
392,CUST-0157,Drone,Audio,234.78,9,09/03/2024,Bristol,6.6,4.9
393,CUST-0422,Speaker,Storage,1385.68,6,09/06/2024,Southampton,11.7,2.0
394,CUST-0459,Splitter, Office,1605.87,3,30/07/2024,Aberdeen,26.0,1.1
395,CUST-0273,External HDD,ELECTRONICS,1760.96,9,2024-11-27,Brighton,21.7,3.2
396,CUST-0379,Cable Pack,storage  ,936.28,1,2025-07-04,Sheffield,12.1,3.8
397,CUST-0213,Fan,STORAGE,1411.33,3,12/09/2024,,6.4,4.2
398,CUST-0387,Fan,,1129.46,1,12-28-2025,Aberdeen,10.7,1.8
399,CUST-0441,Tablet,Office,1681.78,2,2024-06-20,Swansea,8.5,2.0
400,CUST-0250,Scanner,,1460.97,8,05-12-2025,Aberdeen,,3.1
401,CUST-0226,Mouse,Electronics,1316.76,7,18/01/2025,York,22.3,2.3
402,CUST-0254,KVM Switch, Audio,627.56,2,08-11-2025,Cambridge,7.6,4.4
403,CUST-0485,Charger,peripherals  ,10.04,2,2025-06-10,Cardiff,13.6,2.9
404,CUST-0372,Power Bank,Office,439.33,9,20/11/2024,Manchester,11.6,4.2
405,CUST-0203,Ethernet Cable,Networking,297.08,6,2024-07-26,Dundee,29.5,3.3
406,CUST-0492,Tablet,Networking,1125.47,5,25/11/2024,Bath,11.7,4.1
407,CUST-0398,Mouse Pad,networking  ,1532.58,6,31/10/2024,Sheffield,2.4,2.3
408,CUST-0345,Keyboard,peripherals  ,536.65,9,30/05/2025,Stoke,2.7,4.3
409,CUST-0275,Screen Protector,Accessories,"2,347.95",7,03-28-2025,,17.7,2.1
410,CUST-0138,NAS,Peripherals,21.67,9,06-11-2025,Belfast,18.0,3.2
411,CUST-0269,Laptop Stand,storage  ,1931.89,4,18/04/2025,London,12.6,1.9
412,CUST-0346,Fan,Audio,1564.89,2,06-24-2025,Leeds,13.0,2.9
413,CUST-0125,Router,ACCESSORIES,937.02,8,2024-03-19,Dundee,1.6,2.3
414,CUST-0454,KVM Switch, Audio,130.97,4,2024-06-01,Sheffield,15.5,2.1
415,CUST-0405,Phone Case,STORAGE,1570.58,9,02-04-2025,Cardiff,15.1,4.9
416,CUST-0112,Tripod,Office,967.11,4,02-26-2024,Leeds,4.5,1.6
417,CUST-0415,Power Bank, Office,$2340.99,8,04/07/2024,Cardiff,3.1,4.1
418,CUST-0490,Webcam,STORAGE,1357.27,9,27/08/2025,Derby,3.7,4.9
419,CUST-0412,Docking Station,,2349.43,9,11-23-2025,Liverpool,3.0,1.1
420,CUST-0135,Headphones,ELECTRONICS,555.11,4,2025-03-15,London,18.3,3.8
421,CUST-0272,Keyboard,Storage,1815.69,1,04-10-2025,Belfast,,2.0
422,CUST-0119,Laptop,Electronics,"1,545.04",3,21/03/2025,Stoke,7.5,1.2
423,CUST-0420,Memory Card,Peripherals,1849.82,9,02/05/2025,Southampton,5.2,2.6
424,CUST-0363,Cable Pack,ELECTRONICS,540.6,4,2024-03-13,Exeter,,4.7
425,CUST-0499,VR Headset,Peripherals,1664.16,5,01/12/2025,,,1.0
426,CUST-0241,Drone,Accessories,1247.61,7,01-17-2024,Stoke,6.9,3.4
427,CUST-0470,Shredder,,1858.35,5,11-21-2024,Cambridge,9.8,3.0
428,CUST-0242,Chair Mat,networking  ,820.98,4,2025-09-23,Liverpool,6.3,4.5
429,CUST-0191,Desk Lamp,networking  ,2225.69,2,2025-06-29,Cambridge,14.8,1.3
430,CUST-0453,Smartwatch,,215.33,2,08/12/2025,Bath,0.6,3.7
431,CUST-0421,Stylus,Storage,2018.94,4,2024-07-20,Brighton,20.1,3.7
432,CUST-0387,Cable Pack,peripherals  ,2153.99,9,06-06-2025,Leicester,15.7,3.7
433,CUST-0314,NAS,storage  ,2044.04,8,03/02/2025,Brighton,,
434,CUST-0441,Phone Case,peripherals  ,1284.25,3,2025-03-20,Bristol,4.9,4.3
435,CUST-0150,Mouse Pad,ELECTRONICS,1098.77,9,08-09-2024,Nottingham,24.1,1.2
436,CUST-0252,SSD Drive,Peripherals,"2,490.67",5,08-14-2025,Norwich,23.8,2.9
437,CUST-0285,UPS,Audio,576.78,3,09-28-2024,Newcastle,3.8,2.6
438,CUST-0162,Chair Mat,,1369.46,5,16/01/2024,Derby,12.0,2.2
439,CUST-0289,Screen Protector,Audio,"1,678.34",4,06-07-2025,Stoke,,2.8
440,CUST-0224,Fan,,1753.66,8,21/01/2024,Dundee,7.6,2.5
441,CUST-0249,SSD Drive,storage  ,514.04,5,2024-08-15,Edinburgh,7.9,
442,CUST-0413,Cable Pack,storage  ,"1,636.72",8,2024-10-14,Oxford,16.7,4.9
443,CUST-0157,Mouse Pad,ELECTRONICS,2046.83,9,05-13-2024,Cambridge,12.3,1.4
444,CUST-0441,UPS,STORAGE,129.8,4,2025-02-07,Exeter,28.4,4.7
445,CUST-0404,USB Hub,,"2,279.25",7,2024-03-06,Norwich,3.8,2.9
446,CUST-0279,Keyboard, Audio,78.61,2,2025-08-26,York,29.2,3.5
447,CUST-0269,Fan,storage  ,893.15,6,15/09/2024,Dundee,6.9,4.3
448,CUST-0425,NAS,storage  ,44.45,8,2024-04-12,Nottingham,23.2,2.4
449,CUST-0370,Desk Lamp,,$197.48,7,2025-07-20,Leicester,10.2,2.7
450,CUST-0153,Keyboard,Networking,2278.36,7,10/04/2024,Norwich,4.3,2.6
451,CUST-0200,Power Bank,Gaming,890.38,8,08-13-2024,Reading,25.7,2.5
452,CUST-0363,UPS,Accessories,1064.8,7,2025-04-07,Exeter,9.3,4.7
453,CUST-0152,Cable Pack,Audio,542.28,5,2024-01-26,Stoke,19.8,4.3
454,CUST-0159,Chair Mat,Storage,1494.75,7,20/05/2025,Exeter,17.0,1.4
455,CUST-0207,Surge Protector,storage  ,1489.03,3,11/12/2025,London,14.2,1.4
456,CUST-0104,Charger,storage  ,933.64,5,09-25-2025,Stoke,14.9,2.7
457,CUST-0202,USB Hub,networking  ,835.92,7,11-10-2024,Brighton,22.0,1.4
458,CUST-0295,Screen Protector,ACCESSORIES,2212.99,9,2025-09-09,Glasgow,2.6,3.5
459,CUST-0361,NAS, Office,961.29,2,19/08/2024,Swansea,20.0,1.6
460,CUST-0464,Power Bank,Networking,1236.28,4,2025-05-10,Birmingham,26.9,3.1
461,CUST-0471,Camera,storage  ,711.85,7,03/12/2025,Norwich,1.7,
462,CUST-0449,RAM Module,Gaming,$1967.99,1,01-25-2024,Belfast,-10.0,2.3
463,CUST-0146,Memory Card,,996.63,2,14/10/2024,York,21.5,3.7
464,CUST-0454,Label Maker,networking  ,1286.46,9,06/02/2024,Glasgow,13.1,2.9
465,CUST-0410,Ethernet Cable,Electronics,637.13,7,05-16-2024,Edinburgh,12.1,4.9
466,CUST-0407,Mouse,Networking,2469.21,7,15/11/2024,Southampton,4.1,4.5
467,CUST-0243,Desk Lamp,,732.28,6,03-26-2024,Birmingham,15.2,2.4
468,CUST-0368,SSD Drive,Peripherals,1928.0,3,02-22-2024,Nottingham,3.8,1.2
469,CUST-0469,Tablet,Accessories,1071.6,3,08-22-2024,Nottingham,,4.4
470,CUST-0223,Speaker,,519.51,2,03-08-2025,Belfast,,4.6
471,CUST-0205,Screen Protector,Storage,2000.3,6,09/04/2024,Manchester,7.7,4.3
472,CUST-0257,SSD Drive, Audio,837.35,4,08-21-2025,Liverpool,14.4,1.5
473,CUST-0246,Router,Accessories,2163.66,5,01-30-2025,Bristol,29.8,5.0
474,CUST-0244,Stylus,ACCESSORIES,2288.57,3,02-18-2025,Leeds,20.6,2.0
475,CUST-0219,Surge Protector,STORAGE,2150.26,6,2025-09-04,Dundee,25.2,3.9
476,CUST-0418,Stylus,ELECTRONICS,92.34,3,2025-04-07,,12.4,4.6
477,CUST-0374,UPS,Office,1969.5,8,09-17-2025,Derby,23.0,1.9
478,CUST-0191,KVM Switch, Office,1031.29,9,29/12/2024,Leicester,1.2,4.6
479,CUST-0157,Printer, Office,2184.94,4,03-24-2024,Bristol,3.7,2.2
480,CUST-0445,Memory Card,Audio,1596.7,9,31/08/2024,Edinburgh,6.1,4.9
481,CUST-0328,Scanner,Electronics,2084.94,7,06-14-2024,Southampton,12.1,2.1
482,CUST-0216,Tablet,Networking,1251.08,3,28/02/2024,Norwich,25.4,4.8
483,CUST-0417,Server Rack,storage  ,1339.89,7,18/05/2025,York,10.4,1.2
484,CUST-0378,Chair Mat,STORAGE,365.25,1,2024-05-02,Southampton,,3.8
485,CUST-0226,Projector,networking  ,"1,961.05",3,2024-05-18,Exeter,21.3,
486,CUST-0492,Memory Card, Audio,1051.38,6,09-30-2024,Nottingham,17.6,2.9
487,CUST-0495,Splitter,STORAGE,1252.7,4,15/07/2025,Stoke,10.7,1.9
488,CUST-0228,SSD Drive,Storage,1963.82,7,27/04/2024,Plymouth,17.3,3.8
489,CUST-0157,Tablet,Electronics,1499.12,3,04-27-2025,London,10.3,1.8
490,CUST-0221,Ethernet Cable,Peripherals,506.74,1,12-03-2025,Coventry,,3.2
491,CUST-0100,Desk Lamp,peripherals  ,1477.63,9,11-23-2025,York,29.8,2.0
492,CUST-0338,Splitter, Office,1022.04,6,03-18-2024,Stoke,3.8,4.8
493,CUST-0389,Screen Protector,Accessories,1176.47,8,2024-10-21,Derby,2.2,
494,CUST-0195,Smartwatch,Accessories,75.64,3,21/01/2024,London,26.4,
495,CUST-0225,UPS,Storage,529.02,8,06-19-2024,Leeds,9.1,2.0
496,CUST-0217,Scanner,,706.19,2,29/07/2024,Belfast,19.5,2.7
497,CUST-0147,Cable Pack,Gaming,1783.84,4,28/05/2024,Birmingham,9.9,1.9
498,CUST-0188,Phone Case,storage  ,33.67,3,2024-05-30,Coventry,11.7,3.0
499,CUST-0336,Ethernet Cable, Audio,$1024.9,1,09/03/2024,Bath,,4.5
500,CUST-0472,Laptop Stand,,2310.45,7,2025-06-04,Cardiff,10.3,3.8
501,CUST-0484,Power Bank,Audio,284.14,2,01-05-2025,Birmingham,12.3,3.3
502,CUST-0371,Projector,ELECTRONICS,1293.48,4,2024-04-10,Derby,21.6,1.4
503,CUST-0288,Graphics Card,,1967.37,9,2025-10-19,Liverpool,15.3,3.8
504,CUST-0291,Adapter,storage  ,2356.62,6,2024-08-30,Liverpool,28.3,
505,CUST-0168,Scanner,Electronics,1868.21,8,2025-05-26,Norwich,1.3,4.1
506,CUST-0377,Projector,Gaming,1802.81,2,07-08-2025,Dundee,15.1,2.0
507,CUST-0448,Mouse,Office,2067.09,7,13/08/2024,Sheffield,17.5,2.7
508,CUST-0346,Projector,Office,1118.27,6,01/08/2024,Norwich,27.6,2.4
509,CUST-0175,Projector, Office,2015.58,9,2024-03-07,Reading,1.5,4.4
510,CUST-0253,Splitter, Audio,24.87,7,02-02-2025,London,17.2,1.5
511,CUST-0243,Speaker,Storage,2311.78,1,04-24-2025,Brighton,25.6,3.3
512,CUST-0185,Surge Protector,Peripherals,$1111.05,8,09/08/2024,Aberdeen,7.3,1.6
513,CUST-0284,Projector,ACCESSORIES,1385.68,3,03/03/2025,Glasgow,,3.8
514,CUST-0384,Speaker,ELECTRONICS,640.93,2,19/02/2025,Cardiff,0.6,4.6
515,CUST-0319,Wrist Rest, Audio,1857.61,3,11-21-2024,Belfast,22.0,2.7
516,CUST-0168,Ethernet Cable,Audio,196.21,6,09/12/2024,Nottingham,28.0,3.0
517,CUST-0146,External HDD, Audio,2182.23,3,09/10/2024,Leicester,19.7,4.7
518,CUST-0193,Mouse, Audio,2071.15,5,16/08/2024,Sheffield,13.2,3.1
519,CUST-0337,Memory Card,Networking,544.07,6,10-16-2024,Glasgow,1.3,3.0
520,CUST-0303,External HDD,Storage,$2024.26,8,15/12/2025,Glasgow,27.6,3.3
521,CUST-0499,Wrist Rest,,1966.96,7,2024-01-24,Derby,14.1,3.8
522,CUST-0317,UPS,Networking,"1,582.38",8,2024-09-30,Derby,0.9,1.4
523,CUST-0440,Cable Pack,Networking,936.93,3,12-28-2024,Reading,20.7,4.3
524,CUST-0138,VR Headset,networking  ,682.39,4,11-04-2025,,14.5,2.7
525,CUST-0199,Hub,Peripherals,583.3,6,14/04/2025,Sheffield,3.7,1.3
526,CUST-0388,NAS,networking  ,799.93,7,2025-11-05,Coventry,6.4,
527,CUST-0353,Shredder,Peripherals,2259.38,9,02-11-2024,Birmingham,1.9,2.5
528,CUST-0321,Adapter,storage  ,198.71,1,22/12/2025,Swansea,17.2,1.4
529,CUST-0456,Tablet,Electronics,"2,073.03",8,10/04/2025,Dundee,18.7,3.5
530,CUST-0122,Keyboard,Office,875.48,8,2024-04-27,Edinburgh,,4.5
531,CUST-0349,Webcam,ELECTRONICS,$1306.39,6,11-04-2024,Oxford,,4.6
532,CUST-0109,RAM Module,Storage,$1987.24,4,2024-04-09,York,25.8,4.8
533,CUST-0345,Webcam,storage  ,2211.52,3,31/10/2024,Derby,18.5,4.5
534,CUST-0424,RAM Module,peripherals  ,865.23,3,10-12-2024,Cambridge,0.4,1.0
535,CUST-0199,External HDD, Audio,"1,157.30",6,03-03-2024,London,,2.5
536,CUST-0389,Printer,Accessories,1039.22,8,2024-10-08,Dundee,12.5,4.3
537,CUST-0279,Scanner,Storage,38.06,7,19/10/2024,Aberdeen,17.0,2.5
538,CUST-0322,Splitter,Electronics,743.38,1,01-07-2024,Glasgow,100.0,3.4
539,CUST-0493,Smartwatch,Audio,$1150.68,6,04-01-2024,Coventry,,3.4
540,CUST-0349,SSD Drive,,1030.68,7,07-08-2024,Derby,,
541,CUST-0246,SSD Drive,STORAGE,1806.21,7,04-20-2025,Manchester,4.0,4.6
542,CUST-0195,Laptop Stand,Office,965.09,9,2025-04-06,London,20.1,3.0
543,CUST-0356,Power Bank,STORAGE,1225.99,5,30/04/2025,Edinburgh,0.1,2.9
544,CUST-0424,KVM Switch,STORAGE,1076.87,1,2024-12-29,Stoke,27.7,5.0
545,CUST-0103,USB Hub,Accessories,$1852.86,2,07/01/2024,Newcastle,3.4,3.0
546,CUST-0115,Tablet,Gaming,2158.12,4,2025-10-29,Newcastle,2.8,
547,CUST-0379,Power Bank,networking  ,$1332.06,5,01/01/2025,Cambridge,10.0,3.1
548,CUST-0435,Phone Case,Audio,1974.63,9,09-06-2024,Oxford,11.2,4.3
549,CUST-0346,Monitor,networking  ,745.48,1,08-27-2024,Manchester,6.4,4.1
550,CUST-0357,Webcam,Peripherals,$1355.72,3,04-15-2025,Edinburgh,17.6,4.2
551,CUST-0483,Ethernet Cable,Networking,866.35,5,12-01-2025,Edinburgh,13.3,3.8
552,CUST-0259,Wrist Rest,Gaming,1038.43,3,31/12/2024,Belfast,1.0,2.0
553,CUST-0439,Keyboard,networking  ,"1,832.37",4,06/02/2025,Exeter,9.6,4.4
554,CUST-0251,Splitter,Storage,2204.75,3,06-04-2025,Plymouth,24.3,4.6
555,CUST-0495,Hub,Storage,$308.13,4,2024-07-28,,20.7,1.8
556,CUST-0277,Charger,networking  ,"1,588.42",1,21/06/2024,Reading,21.7,1.5
557,CUST-0262,Tablet, Audio,$1457.45,8,2025-08-12,Sheffield,20.9,4.9
558,CUST-0479,Stylus,networking  ,300.45,4,02-06-2025,Birmingham,9.3,4.5
559,CUST-0132,Smartwatch,STORAGE,533.68,7,04-28-2024,Newcastle,3.0,4.6
560,CUST-0278,Microphone,Peripherals,$780.95,2,12-01-2024,Stoke,8.2,4.5
561,CUST-0200,Smartwatch,Electronics,421.49,2,07/09/2025,Sheffield,25.0,3.2
562,CUST-0367,Speaker,ELECTRONICS,613.11,6,07-09-2024,Dundee,29.4,3.6
563,CUST-0422,Chair Mat,Gaming,672.66,2,05-26-2024,,14.8,3.2
564,CUST-0164,Server Rack,Gaming,842.51,6,2024-10-10,,0.3,1.2
565,CUST-0267,Docking Station,networking  ,1874.73,2,09-26-2025,Brighton,4.2,4.0
566,CUST-0429,UPS,ACCESSORIES,$1431.92,4,2025-12-18,Bath,9.7,3.0
567,CUST-0142,Camera,Audio,2465.69,7,01-28-2025,Cambridge,17.4,3.6
568,CUST-0143,Server Rack,Office,1039.77,8,01-22-2024,Leeds,2.3,3.0
569,CUST-0384,SSD Drive,Audio,1885.89,3,14/04/2024,Exeter,28.3,3.0
570,CUST-0496,Fan, Office,2179.31,9,03/04/2025,Liverpool,11.0,1.7
571,CUST-0111,Scanner,,"1,699.05",2,16/12/2025,Plymouth,27.4,2.1
572,CUST-0194,NAS,Storage,"1,032.60",8,09-10-2025,Leicester,23.4,1.6
573,CUST-0401,Stylus,networking  ,1885.22,8,08-08-2024,London,22.7,1.8
574,CUST-0485,Webcam,Storage,513.15,4,09/08/2024,Birmingham,18.2,
575,CUST-0352,Stylus,Storage,822.24,1,12-13-2025,Glasgow,18.8,1.6
576,CUST-0341,Docking Station,ACCESSORIES,"1,368.98",1,2024-12-14,Exeter,19.1,2.1
577,CUST-0134,Ethernet Cable,Storage,$1440.65,2,14/12/2025,,18.9,3.4
578,CUST-0314,Tripod,ELECTRONICS,60.24,9,08-23-2024,Oxford,16.6,3.4
579,CUST-0436,Scanner,storage  ,$2363.06,2,2025-12-12,Reading,29.6,
580,CUST-0189,Splitter,Peripherals,1743.09,2,2025-03-19,Southampton,22.0,4.2
581,CUST-0363,Keyboard,peripherals  ,"1,241.78",6,14/09/2025,Cardiff,23.3,4.1
582,CUST-0192,Laptop Stand,Office,2333.15,7,08-23-2024,Reading,26.2,1.9
583,CUST-0189,Graphics Card,networking  ,"1,100.54",7,2024-04-13,Birmingham,6.5,2.2
584,CUST-0214,Drone, Audio,$2451.19,9,04-24-2025,Swansea,2.5,4.8
585,CUST-0204,Fan,ELECTRONICS,1283.15,6,09-13-2024,Nottingham,14.5,4.3
586,CUST-0490,Cable Pack,STORAGE,290.14,8,2025-05-14,Birmingham,15.4,
587,CUST-0295,Projector,storage  ,1913.18,6,2025-05-24,Newcastle,24.9,1.3
588,CUST-0413,USB Hub,Office,1698.85,2,22/07/2025,Manchester,13.3,
589,CUST-0213,Smartwatch,ELECTRONICS,1933.6,1,2025-09-01,Aberdeen,17.1,3.2
590,CUST-0174,Shredder,storage  ,"2,378.85",5,01-10-2025,Leicester,15.8,1.7
591,CUST-0475,Surge Protector,Storage,1942.34,9,22/02/2025,Nottingham,1.1,2.8
592,CUST-0316,Router, Audio,1530.28,8,07-17-2024,York,18.5,3.4
593,CUST-0376,Printer,Peripherals,2143.99,4,12/03/2025,Exeter,24.8,2.3
594,CUST-0348,Desk Lamp,networking  ,1684.75,5,18/08/2025,Brighton,4.7,4.1
595,CUST-0263,Power Bank,Gaming,1023.26,5,10-07-2024,Cambridge,17.8,4.4
596,CUST-0493,Tripod,Audio,2214.62,6,12-02-2025,Edinburgh,17.8,2.3
597,CUST-0456,Monitor,Networking,558.64,3,31/05/2024,Nottingham,,4.4
598,CUST-0291,Laptop Stand,peripherals  ,1788.03,5,28/10/2024,Leeds,3.7,1.4
599,CUST-0326,NAS,Peripherals,2204.5,2,10-12-2025,Cardiff,29.4,4.4
600,CUST-0276,Power Bank,Gaming,1829.63,1,08-22-2024,Reading,,1.6
601,CUST-0198,Desk Lamp,Electronics,1744.7,1,14/07/2025,Belfast,6.8,1.3
602,CUST-0135,Shredder,,1882.83,7,07/02/2024,Cardiff,5.1,3.6
603,CUST-0195,Scanner,ELECTRONICS,1165.31,2,02-24-2025,Edinburgh,20.0,2.9
604,CUST-0251,Splitter, Office,2186.06,4,13/12/2024,Leicester,,4.6
605,CUST-0250,Camera,Electronics,512.57,5,03-19-2024,Derby,19.3,2.5
606,CUST-0289,VR Headset,Gaming,322.83,7,2024-09-29,Bristol,2.6,2.1
607,CUST-0323,Camera,Peripherals,717.34,2,17/11/2025,,26.8,3.0
608,CUST-0136,Mouse,ELECTRONICS,1331.29,6,03/11/2024,,11.7,2.8
609,CUST-0367,Cable Pack,networking  ,1278.85,1,2024-01-09,Glasgow,9.4,2.4
610,CUST-0468,VR Headset,,2052.39,7,2025-03-19,Manchester,13.9,3.8
